OTU	Kingdom	Phylum	Order	Class	Family	Genus	Species	taxon	taxonomicLevel	trophicMode	guild	trait	growthForm	confidenceRanking	notes	citationSource
ASV522	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Hydnophlebia	na	na	Hydnophlebia	13	Saprotroph	Undefined Saprotroph	White Rot	Corticioid	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV523	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	na	na	Exserohilum	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV524	Mucoromycota	Endogonomycetes	GS21	GS21_fam_Incertae_sedis	GS21_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV525	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Hamigera	na	na	Hamigera	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV526	Ascomycota	Sordariomycetes	Sordariales	Neoschizotheciaceae	Neoschizothecium	na	na	na	na	na	na	na	na	na	na	na
ASV527	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraophiobolus	na	na	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	NULL	Microfungus	Probable	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV528	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	na	na	Oidiodendron	13	Pathotroph-Symbiotroph	Ericoid Mycorrhizal	NULL	Microfungus	Probable	Dark Septate Endophyte	Newsham KK. 2011. New Phytologist 190:783-793 ((https://doi.org/10.1111/j.1469-8137.2010.03611.x)) (as dark septate root endophytes)
ASV529	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Hyphodontia	na	na	Hyphodontia	13	Saprotroph	Undefined Saprotroph	White Rot	Corticioid	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV530	Ascomycota	Leotiomycetes	Helotiales	Chaetomellaceae	Chaetomella	na	na	Chaetomella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV531	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiales_fam_Incertae_sedis	Tubeufiales_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV532	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS07	GS07_fam_Incertae_sedis	GS07_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV533	Ascomycota	Dothideomycetes	Pleosporales	Parabambusicolaceae	Paratrimmatostroma	na	na	Paratrimmatostroma	13	Saprotroph	Litter Saprotroph	NULL	NULL	Probable	NULL	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
ASV534	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Remersonia	na	na	na	na	na	na	na	na	na	na	na
ASV535	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	na	na	Trichosporon	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); https://www.cdc.gov ((https://www.cdc.gov))
ASV536	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Ascodesmidaceae_gen_Incertae_sedis	na	na	Ascodesmidaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph	NULL	Microfungus	Probable	Molecular studies indicate that the family clusters within Pyronomataceae, but the latter family is widely circumscribed and may need division (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV537	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	na	na	Cercophora	13	Saprotroph	Dung Saprotroph	NULL	Microfungus	Highly Probable	NULL	Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015)
ASV538	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Stagonospora	na	na	Stagonospora	13	Pathotroph	Plant Pathogen	NULL	Microfungus	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV539	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Udeniozyma	na	na	na	na	na	na	na	na	na	na	na
ASV540	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Tubeufiaceae_gen_Incertae_sedis	na	na	Tubeufiaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	NULL	NULL	Probable	Biotrophic or saprobic, especially on scale insects or other fungi. The anamorphic forms are fequently aero-aquatic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV541	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Pseudoramichloridium	na	na	na	na	na	na	na	na	na	na	na
ASV542	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Hymenula	na	na	Hymenula	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
ASV543	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Stropharia	na	na	Stropharia	13	Saprotroph	Dung Saprotroph-Plant Parasite-Soil Saprotroph-Undefined Saprotroph-Wood Saprotroph	NULL	Agaricoid	Probable	Very variable ecology; Pholiota species are lignicolous and can act as weak parasites while most other taxa are either sparobes in grassy habitats or are found in dung. Species are not ectomycorrhizal (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV544	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeria	na	na	Teratosphaeriaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	NULL	NULL	Probable	Includes numerous saprobic, extremophilic, human opportunistic, and plant pathogenic fungi (Quaedvlieg et al. 2014)	Quaedvlieg W, et al. 2014. Persoonia 3:31-40 ((https://doi.org/10.3767/003158514X681981))
ASV545	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Symmetrosporaceae	Symmetrospora	na	na	na	na	na	na	na	na	na	na	na
ASV546	Ascomycota	Sordariomycetes	Xylariales	Nothodactylariaceae	Nothodactylaria	na	na	na	na	na	na	na	na	na	na	na
ASV547	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thielavia	na	na	Thielavia	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph	NULL	Microfungus	Highly Probable	NULL	Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV548	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Valsonectria	na	na	Bionectriaceae	9	Pathotroph-Saprotroph	Algal Parasite-Bryophyte Parasite-Fungal Parasite-Undefined Saprotroph	NULL	Microfungus	Probable	Associated with plant material, especially on wood and herbaceous debris, or with algae, bryophyte or other fungi, rarely pathogenic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV549	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Kodamaea	na	na	na	na	na	na	na	na	na	na	na
ASV550	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Ochronectria	na	na	Ochronectria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV551	Ascomycota	Dothideomycetes	Muyocopronales	Muyocopronaceae	Muyocopron	na	na	Muyocopron	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV552	Kickxellomycota	GS19	GS19_ord_Incertae_sedis	GS19_fam_Incertae_sedis	GS19_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV553	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Lindtneria	na	na	Lindtneria	13	Saprotroph	Wood Saprotroph	White Rot	Corticioid	Probable	NULL	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as not ECM).
ASV554	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neostagonospora	na	na	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	NULL	Microfungus	Probable	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV555	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	na	na	Nectria	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph	NULL	Microfungus	Possible	NULL	Hirooka Y, et al. 2012. Studies in Mycology 71:1-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV556	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	na	na	Olpidium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	Devasahayam HL, Henry LDC. 2009. Illustrated Plant Pathology - Basic Concepts, New India Publishing, New Delhi ((https://isbnsearch.org/isbn/9380235089)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV557	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Bulleraceae_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV558	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Tranzscheliella	na	na	Tranzscheliella	13	Pathotroph	Plant Pathogen	NULL	Facultative Yeast	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV559	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Ijuhya	na	na	Ijuhya	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV560	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Wettsteinina	na	na	na	na	na	na	na	na	na	na	na
ASV561	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	na	na	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	NULL	Microfungus	Probable	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV562	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomatales_fam_Incertae_sedis	Ophiostomatales_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV563	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auriculariaceae_gen_Incertae_sedis	na	na	Auriculariaceae	9	Pathotroph-Saprotroph	Plant Parasite-Wood Saprotroph	NULL	Auriculariod	Probable	Saprobic, occasionally weakly parasitic, on wood of both gymnosperms and angiosperms (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV564	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinales_fam_Incertae_sedis	Sebacinales_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV565	Chytridiomycota	Lobulomycetes	Lobulomycetales	Lobulomycetales_fam_Incertae_sedis	Lobulomycetales_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV566	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Monodictys	na	na	na	na	na	na	na	na	na	na	na
ASV567	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Myxotrichum	na	na	Myxotrichum	13	Saprotroph-Symbiotroph	Dung Saprotroph-Ericoid Mycorrhizal-Lichenized	NULL	NULL	Highly Probable	NULL	Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)); Dalpe Y. 1989. New Phytologist 113:523-527 ((https://doi.org/10.1111/j.1469-8137.1989.tb00364.x))
ASV568	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	na	na	Veronaea	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
ASV569	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Galiicola	na	na	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	NULL	Microfungus	Probable	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV570	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporonaceae_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV571	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales_fam_Incertae_sedis	Hymenochaetales_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV572	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Amaurodon	na	na	Amaurodon	13	Symbiotroph	Ectomycorrhizal	NULL	Corticioid	Possible	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as not ECM)
ASV573	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	na	na	Peniophora	13	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	White Rot	Corticioid	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV574	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Cumuliphoma	na	na	Didymellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Possible	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV575	Ascomycota	Eurotiomycetes	Chaetothyriales	Strelitzianaceae	Strelitziana	na	na	Strelitziana	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV576	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnellula	na	na	Lachnellula	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV577	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Devriesia	na	na	Devriesia	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV578	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Heterocephalacria	na	na	na	na	na	na	na	na	na	na	na
ASV579	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	na	na	Lycoperdon	13	Saprotroph	Undefined Saprotroph	NULL	Gasteroid	Probable	Common name - puffball	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV580	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Chordomyces	na	na	Plectosphaerellaceae	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	NULL	Microfungus	Possible	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Worrall JJ, et al. 1997. Mycologia 89:199-219 ((https://doi.org/10.2307/3761073)); Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21 ((https://doi.org/10.3852/13-098)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53313-337 ((https://doi.org/10.1093/mmy/myv008)); List compiled by John Plischke III ((https://goodmushroom.weebly.com/uploads/5/7/1/7/57176535/fungi_on_fungi_pdf_lq.pdf))
ASV581	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolaceae_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV582	Ascomycota	Sordariomycetes	Xylariales	Anungitiomycetaceae	Strelitziomyces	na	na	na	na	na	na	na	na	na	na	na
ASV583	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	na	na	Phaeoacremonium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV584	Ascomycota	Laboulbeniomycetes	Pyxidiophorales	Pyxidiophorales_fam_Incertae_sedis	Pyxidiophorales_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV585	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Protomycetaceae_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV586	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Chrysosporium	na	na	Onygenaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph	NULL	Microfungus	Probable	Generally saprobic and keratinophilic, in soil or coprophilous, occasionally found on hair or horn (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV587	Basidiomycota	Pucciniomycetes	Helicobasidiales	Helicobasidiaceae	Helicobasidiaceae_gen_Incertae_sedis	na	na	Helicobasidiaceae	9	Pathotroph	Plant Pathogen	NULL	Microfungus	Probable	NULL	Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)
ASV588	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Hirsutella	na	na	Hirsutella	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV589	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Pseudoophiosphaerella	na	na	Pseudoophiosphaerella	13	Saprotroph	Wood Saprotroph	NULL	Microfungus	Probable	NULL	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
ASV590	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Pseudallescheria	na	na	Pseudallescheria	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	Pseudallescheria boydii is sometimes associated with human and animal mycetomas, especially in infections of immunocompromised patients, other species may act as opportunists (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); https://www.cdc.gov/ ((https://www.cdc.gov/))
ASV591	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Polylobatispora	na	na	na	na	na	na	na	na	na	na	na
ASV592	Chytridiomycota	Lobulomycetes	Lobulomycetales	Lobulomycetaceae	Alogomyces	na	na	na	na	na	na	na	na	na	na	na
ASV593	Basidiomycota	Tremellomycetes	Trichosporonales	Tetragoniomycetaceae	Tetragoniomycetaceae_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV594	Basidiomycota	Exobasidiomycetes	Georgefischeriales	Georgefischeriaceae	Georgefischeriaceae_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV595	Mortierellomycota	Mortierellomycota_cls_Incertae_sedis	Mortierellomycota_ord_Incertae_sedis	Mortierellomycota_fam_Incertae_sedis	Mortierellomycota_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV596	Kickxellomycota	Ramicandelaberomycetes	Ramicandelaberales	Ramicandelaberaceae	Ramicandelaberaceae_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV597	Ascomycota	Dothideomycetes	Mycosphaerellales	Extremaceae	Incertomyces	na	na	na	na	na	na	na	na	na	na	na
